folder_type,subfolder,filename,response,yes_no,explanation
raw,hard_negative,ann_227.png,"Yes. The cell at the center contains two distinct, mirror-image clusters of dark, condensed chromatin that lack a defined nuclear membrane, representing chromosomes undergoing anaphase.",yes.,"The cell at the center contains two distinct, mirror-image clusters of dark, condensed chromatin that lack a defined nuclear membrane, representing chromosomes undergoing anaphase."
raw,hard_negative,ann_228.png,"YES. The cell at the center exhibits condensed, dark, angular chromosome clusters consistent with active mitosis, lacking a visible nuclear membrane.",yes.,"The cell at the center exhibits condensed, dark, angular chromosome clusters consistent with active mitosis, lacking a visible nuclear membrane."
raw,hard_negative,ann_229.png,"YES. The cell at the center displays characteristic features of active mitosis, including condensed, dark chromosome arms forming a distinct, irregular, and non-spherical shape with no visible nuclear membrane.",yes.,"The cell at the center displays characteristic features of active mitosis, including condensed, dark chromosome arms forming a distinct, irregular, and non-spherical shape with no visible nuclear membrane."
raw,hard_negative,ann_23.png,"No. The cell at the center has a well-defined nuclear membrane and contains distinct, rounded, hyperchromatic chromatin, which is characteristic of an apoptotic or hyperchromatic interphase cell rather than the condensed, organized, and dispersed chromosome structure seen in active mitosis.",no.,"The cell at the center has a well-defined nuclear membrane and contains distinct, rounded, hyperchromatic chromatin, which is characteristic of an apoptotic or hyperchromatic interphase cell rather than the condensed, organized, and dispersed chromosome structure seen in active mitosis."
raw,hard_negative,ann_230.png,"NO. The cell at the center has a visible, intact nuclear membrane and granular chromatin, lacking the condensed, distinct chromosome arms characteristic of an active mitotic figure.",no.,"The cell at the center has a visible, intact nuclear membrane and granular chromatin, lacking the condensed, distinct chromosome arms characteristic of an active mitotic figure."
raw,hard_negative,ann_231.png,"YES. The cell at the center exhibits condensed, dark, and disorganized chromosomal material with no discernible nuclear membrane, which is characteristic of the chromatin arrangement in an active mitotic figure.",yes.,"The cell at the center exhibits condensed, dark, and disorganized chromosomal material with no discernible nuclear membrane, which is characteristic of the chromatin arrangement in an active mitotic figure."
raw,hard_negative,ann_233.png,"No. The central cell exhibits a dark, condensed nucleus with an intact nuclear boundary and lacks the distinct, organized chromosome arms or structural patterns required to classify it as a mitotic figure.",no.,"The central cell exhibits a dark, condensed nucleus with an intact nuclear boundary and lacks the distinct, organized chromosome arms or structural patterns required to classify it as a mitotic figure."
raw,hard_negative,ann_234.png,"YES. The cell at the center displays condensed, dark, elongated chromosomal material with an irregular, non-spherical arrangement characteristic of a mitotic figure, lacking a distinct nuclear membrane.",yes.,"The cell at the center displays condensed, dark, elongated chromosomal material with an irregular, non-spherical arrangement characteristic of a mitotic figure, lacking a distinct nuclear membrane."
raw,hard_negative,ann_235.png,"YES. The cell at the center displays condensed, irregular, and clustered chromatin without a discernible nuclear membrane, characteristic of an active mitotic figure.",yes.,"The cell at the center displays condensed, irregular, and clustered chromatin without a discernible nuclear membrane, characteristic of an active mitotic figure."
raw,hard_negative,ann_236.png,"Yes. The cell at the center exhibits condensed, dark chromosomal material with an irregular, angular morphology characteristic of the mitotic process, lacking a defined nuclear membrane.",yes.,"The cell at the center exhibits condensed, dark chromosomal material with an irregular, angular morphology characteristic of the mitotic process, lacking a defined nuclear membrane."
raw,hard_negative,ann_237.png,"Yes. The cell at the center exhibits distinct, condensed chromosomal structures arranged in a disorganized pattern characteristic of active mitosis, with no visible nuclear membrane.",yes.,"The cell at the center exhibits distinct, condensed chromosomal structures arranged in a disorganized pattern characteristic of active mitosis, with no visible nuclear membrane."
raw,hard_negative,ann_239.png,"Yes. The cell at the center displays condensed, dark, V-shaped chromosomal material with a fragmented appearance and no visible nuclear membrane, which are diagnostic features of an active mitotic figure.",yes.,"The cell at the center displays condensed, dark, V-shaped chromosomal material with a fragmented appearance and no visible nuclear membrane, which are diagnostic features of an active mitotic figure."
raw,hard_negative,ann_24.png,"No. The central cell contains a dark, hyperchromatic nucleus that remains round and shows no evidence of condensed, organized chromosomal structures or the loss of a nuclear membrane characteristic of mitosis.",no.,"The central cell contains a dark, hyperchromatic nucleus that remains round and shows no evidence of condensed, organized chromosomal structures or the loss of a nuclear membrane characteristic of mitosis."
raw,hard_negative,ann_244.png,"Yes. The cell at the center shows condensed, irregular, and dark chromosomal material characteristic of an active mitotic figure, with no visible nuclear membrane surrounding the genetic material.",yes.,"The cell at the center shows condensed, irregular, and dark chromosomal material characteristic of an active mitotic figure, with no visible nuclear membrane surrounding the genetic material."
raw,hard_negative,ann_251.png,"YES. The central cell displays dense, irregular, and angular chromatic material consistent with the condensation of chromosomes characteristic of the mitotic phase, lacking a distinct nuclear membrane.",yes.,"The central cell displays dense, irregular, and angular chromatic material consistent with the condensation of chromosomes characteristic of the mitotic phase, lacking a distinct nuclear membrane."
raw,hard_negative,ann_252.png,"YES. The cell at the center exhibits condensed, dark, elongated chromosomal material arranged in a linear/plate-like configuration, which is characteristic of a mitotic figure (specifically metaphase).",yes.,"The cell at the center exhibits condensed, dark, elongated chromosomal material arranged in a linear/plate-like configuration, which is characteristic of a mitotic figure (specifically metaphase)."
