folder_type,subfolder,filename,response,yes_no,explanation
raw,hard_negative,ann_233.png,"Yes. The cell at the center exhibits condensed chromatin (chromosomes) arranged in a characteristic manner lacking a well-defined nuclear envelope, which is indicative of a mitotic figure.",yes.,"The cell at the center exhibits condensed chromatin (chromosomes) arranged in a characteristic manner lacking a well-defined nuclear envelope, which is indicative of a mitotic figure."
raw,hard_negative,ann_234.png,"Yes. The cell at the center exhibits condensed, dark-staining chromatin characteristic of the chromosomal arrangement seen in a mitotic figure.",yes.,"The cell at the center exhibits condensed, dark-staining chromatin characteristic of the chromosomal arrangement seen in a mitotic figure."
raw,hard_negative,ann_235.png,"Yes. The cell at the center shows a condensed, irregular chromatin configuration and the absence of a distinct nuclear membrane, which are characteristic features of the prophase or prometaphase stage of mitosis.",yes.,"The cell at the center shows a condensed, irregular chromatin configuration and the absence of a distinct nuclear membrane, which are characteristic features of the prophase or prometaphase stage of mitosis."
raw,hard_negative,ann_236.png,"Yes. The cell at the center shows dense, dark, basophilic chromosomal material (chromatin) that is condensed and lacks a clearly defined nuclear membrane, which are hallmark features of a cell in the mitotic phase.",yes.,"The cell at the center shows dense, dark, basophilic chromosomal material (chromatin) that is condensed and lacks a clearly defined nuclear membrane, which are hallmark features of a cell in the mitotic phase."
raw,hard_negative,ann_237.png,"Yes. The cell at the center exhibits condensed, dark, disorganized chromatin characteristic of the metaphase stage of mitosis, lacking a clear nuclear membrane.",yes.,"The cell at the center exhibits condensed, dark, disorganized chromatin characteristic of the metaphase stage of mitosis, lacking a clear nuclear membrane."
raw,hard_negative,ann_239.png,"Yes. The cell at the center displays the characteristic condensed, dark-staining, crescent-shaped chromatin pattern indicative of a cell undergoing mitosis.",yes.,"The cell at the center displays the characteristic condensed, dark-staining, crescent-shaped chromatin pattern indicative of a cell undergoing mitosis."
raw,hard_negative,ann_24.png,"No. The central cell contains a prominent, round, intact nucleus with a distinct nucleolus, which is characteristic of an interphase cell rather than the condensed chromatin or chromosomal arrangement seen during mitosis.",no.,"The central cell contains a prominent, round, intact nucleus with a distinct nucleolus, which is characteristic of an interphase cell rather than the condensed chromatin or chromosomal arrangement seen during mitosis."
raw,hard_negative,ann_244.png,"Yes. The cell at the center exhibits classic features of a mitotic figure, characterized by dark, condensed, clumped chromatin and the absence of a defined nuclear membrane, typical of late prophase or metaphase.",yes.,"The cell at the center exhibits classic features of a mitotic figure, characterized by dark, condensed, clumped chromatin and the absence of a defined nuclear membrane, typical of late prophase or metaphase."
raw,hard_negative,ann_251.png,"Yes. The cell at the center exhibits condensed, darkly stained chromatin arranged in a dense, irregular configuration, which is characteristic of a mitotic figure (specifically appearing to be in metaphase or anaphase) within a tumor cell.",yes.,"The cell at the center exhibits condensed, darkly stained chromatin arranged in a dense, irregular configuration, which is characteristic of a mitotic figure (specifically appearing to be in metaphase or anaphase) within a tumor cell."
raw,hard_negative,ann_252.png,"Yes. The cell at the center exhibits a condensed, dark-staining chromatin structure characteristic of the metaphase stage of mitosis.",yes.,"The cell at the center exhibits a condensed, dark-staining chromatin structure characteristic of the metaphase stage of mitosis."
raw,hard_negative,ann_255.png,"Yes. The cell at the center displays chromatin condensation into distinct, deeply basophilic chromosomes, which is characteristic of a mitotic figure.",yes.,"The cell at the center displays chromatin condensation into distinct, deeply basophilic chromosomes, which is characteristic of a mitotic figure."
raw,hard_negative,ann_256.png,"No. The cell at the center displays a distinct, round nucleus with a prominent nucleolus and intact nuclear envelope, which is characteristic of interphase rather than the chromatin condensation or structural reorganization typical of mitosis.",no.,"The cell at the center displays a distinct, round nucleus with a prominent nucleolus and intact nuclear envelope, which is characteristic of interphase rather than the chromatin condensation or structural reorganization typical of mitosis."
raw,hard_negative,ann_257.png,"Yes. The cell at the center of the image displays condensed, dark chromatin characteristic of a mitotic figure, specifically appearing to be in the prometaphase or metaphase stage.",yes.,"The cell at the center of the image displays condensed, dark chromatin characteristic of a mitotic figure, specifically appearing to be in the prometaphase or metaphase stage."
raw,hard_negative,ann_261.png,"Yes. The central cell displays condensed, darkly basophilic chromatin in a configuration consistent with the metaphase stage of mitosis, lacking a clear nuclear envelope and organizing into a distinct plate.",yes.,"The central cell displays condensed, darkly basophilic chromatin in a configuration consistent with the metaphase stage of mitosis, lacking a clear nuclear envelope and organizing into a distinct plate."
raw,hard_negative,ann_264.png,"Yes. The cell at the center exhibits characteristic features of a mitotic figure, specifically the condensed, dark, ""starburst"" morphology of the chromatin lacking a defined nuclear envelope.",yes.,"The cell at the center exhibits characteristic features of a mitotic figure, specifically the condensed, dark, ""starburst"" morphology of the chromatin lacking a defined nuclear envelope."
raw,hard_negative,ann_265.png,"Yes. The cell at the center of the image displays a condensed, dark purple, spherical chromatin mass without a nuclear membrane, which is characteristic of the mitotic phase in histopathology.",yes.,"The cell at the center of the image displays a condensed, dark purple, spherical chromatin mass without a nuclear membrane, which is characteristic of the mitotic phase in histopathology."
raw,hard_negative,ann_266.png,"Yes. The cell at the center exhibits condensed, dark-staining chromatin characteristic of a mitotic figure rather than the typical granular or vesicular interphase nucleus.",yes.,"The cell at the center exhibits condensed, dark-staining chromatin characteristic of a mitotic figure rather than the typical granular or vesicular interphase nucleus."
raw,hard_negative,ann_267.png,"No. The cell in the center displays a prominent ""halo"" around the nucleus (perinuclear clearing), which is a classic feature of a signet-ring cell, rather than the chromosomal condensation and spindle formation characteristic of mitosis.",no.,"The cell in the center displays a prominent ""halo"" around the nucleus (perinuclear clearing), which is a classic feature of a signet-ring cell, rather than the chromosomal condensation and spindle formation characteristic of mitosis."
